device_id,location,timestamp,arrival_time,reading_value,event_type
DEV001,Pune,2026-08-01 04:13:00,2026-08-01 04:13:00,34.33,NORMAL
DEV001,Pune,2026-08-01 04:14:00,2026-08-01 04:14:00,24.24,NORMAL
DEV003,Nashik,2026-08-01 04:15:00,2026-08-01 04:15:00,24.23,NORMAL
DEV003,Nashik,2026-08-01 04:16:00,2026-08-01 04:16:00,27.27,NORMAL
DEV002,Mumbai,2026-08-01 04:17:00,2026-08-01 04:17:00,34.88,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 04:18:00,2026-08-01 04:18:00,27.02,NORMAL
DEV001,Pune,2026-08-01 04:19:00,2026-08-01 04:19:00,34.12,NORMAL
DEV001,Pune,2026-08-01 04:20:00,2026-08-01 04:20:00,93.46,SENSOR_ANOMALY
DEV002,Mumbai,2026-08-01 04:21:00,2026-08-01 04:21:00,29.18,NORMAL
DEV003,Nashik,2026-08-01 04:22:00,2026-08-01 04:22:00,24.37,NORMAL
DEV003,Nashik,2026-08-01 04:23:00,2026-08-01 04:23:00,28.11,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 04:24:00,2026-08-01 04:24:00,26.28,NORMAL
DEV004,Nagpur,2026-08-01 04:25:00,2026-08-01 04:25:00,34.95,NORMAL
DEV001,Pune,2026-08-01 04:26:00,2026-08-01 04:26:00,23.01,NORMAL
DEV003,Nashik,2026-08-01 04:27:00,2026-08-01 04:27:00,29.44,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 04:28:00,2026-08-01 04:28:00,25.95,NORMAL
DEV001,Pune,2026-08-01 04:29:00,2026-08-01 04:29:00,23.42,NORMAL
DEV004,Nagpur,2026-08-01 04:30:00,2026-08-01 04:30:00,32.47,NORMAL
DEV003,Nashik,2026-08-01 04:31:00,2026-08-01 04:31:00,22.34,NORMAL
DEV004,Nagpur,2026-08-01 04:32:00,2026-08-01 04:32:00,31.52,NORMAL
DEV003,Nashik,2026-08-01 04:33:00,2026-08-01 04:33:00,32.23,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 04:34:00,2026-08-01 04:34:00,29.37,NORMAL
DEV002,Mumbai,2026-08-01 04:35:00,2026-08-01 04:35:00,35.6,NORMAL
DEV002,Mumbai,2026-08-01 04:36:00,2026-08-01 04:36:00,30.14,NORMAL
DEV002,Mumbai,2026-08-01 04:37:00,2026-08-01 04:37:00,32.89,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 04:38:00,2026-08-01 04:38:00,32.55,NORMAL
DEV003,Nashik,2026-08-01 04:39:00,2026-08-01 04:39:00,25.11,NORMAL
DEV002,Mumbai,2026-08-01 04:40:00,2026-08-01 04:40:00,23.81,NORMAL
DEV002,Mumbai,2026-08-01 04:41:00,2026-08-01 04:41:00,33.13,NORMAL
DEV004,Nagpur,2026-08-01 04:42:00,2026-08-01 04:42:00,37.38,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 04:43:00,2026-08-01 04:43:00,22.68,NORMAL
DEV005,Chhatrapati Sambhajinagar,2026-08-01 04:44:00,2026-08-01 04:44:00,23.8,NORMAL
DEV001,Pune,2026-08-01 04:45:00,2026-08-01 04:53:00,34.35,LATE
DEV002,Mumbai,2026-08-01 04:46:00,2026-08-01 04:46:00,35.53,NORMAL
