device_id,location,timestamp,arrival_time,reading_value,event_type,z_score,anomaly
DEV005,Chhatrapati Sambhajinagar,2026-08-01 00:37:00,2026-08-01 00:37:00,25.98,NORMAL,-0.6262261289039112,NO
DEV002,Mumbai,2026-08-01 00:38:00,2026-08-01 00:38:00,25.18,NORMAL,-0.7311805218889048,NO
DEV001,Pune,2026-08-01 00:39:00,2026-08-01 00:39:00,28.49,NORMAL,-0.29693172091349435,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 00:40:00,2026-08-01 00:40:00,26.84,NORMAL,-0.5134001564450432,NO
DEV002,Mumbai,2026-08-01 00:41:00,2026-08-01 00:41:00,26.81,NORMAL,-0.5173359461819806,NO
DEV001,Pune,2026-08-01 00:42:00,2026-08-01 00:42:00,37.02,NORMAL,0.8221444942889994,NO
DEV004,Nagpur,2026-08-01 00:43:00,2026-08-01 00:43:00,25.96,NORMAL,-0.628849988728536,NO
DEV003,Nashik,2026-08-01 00:44:00,2026-08-01 00:44:00,32.06,NORMAL,0.1714272577820396,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 00:45:00,2026-08-01 00:45:00,31.33,NORMAL,0.07565637418323251,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 00:46:00,2026-08-01 00:46:00,25.43,NORMAL,-0.6983822740810943,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 00:47:00,2026-08-01 00:47:00,30.44,NORMAL,-0.04110538801257236,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 00:48:00,2026-08-01 00:48:00,35.72,NORMAL,0.6515936056883844,NO
DEV002,Mumbai,2026-08-01 00:49:00,2026-08-01 00:49:00,36.76,NORMAL,0.7880343165688758,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 00:50:00,2026-08-01 01:00:00,37.38,LATE,0.8693739711322463,NO
DEV004,Nagpur,2026-08-01 00:51:00,2026-08-01 00:51:00,28.21,NORMAL,-0.33366575845824176,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 00:52:00,2026-08-01 01:01:00,32.29,LATE,0.20160164576522482,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 00:53:00,2026-08-01 00:53:00,32.59,NORMAL,0.24095954313459794,NO
DEV004,Nagpur,2026-08-01 00:54:00,2026-08-01 00:54:00,35.54,NORMAL,0.6279788672667609,NO
DEV003,Nashik,2026-08-01 00:55:00,2026-08-01 00:55:00,24.5,NORMAL,-0.8203917559261492,NO
DEV003,Nashik,2026-08-01 00:56:00,2026-08-01 00:56:00,35.62,NORMAL,0.63847430656526,NO
DEV002,Mumbai,2026-08-01 00:57:00,2026-08-01 00:57:00,22.45,NORMAL,-1.089337387950195,NO
DEV001,Pune,2026-08-01 00:58:00,2026-08-01 00:58:00,25.18,NORMAL,-0.7311805218889048,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 00:59:00,2026-08-01 00:59:00,25.58,NORMAL,-0.6787033253964082,NO
DEV003,Nashik,2026-08-01 01:00:00,2026-08-01 01:00:00,30.84,NORMAL,0.011371808479924203,NO
DEV004,Nagpur,2026-08-01 00:31:00,2026-08-01 01:01:00,22.15,BACKDATED,-1.1286952853195678,NO
DEV002,Mumbai,2026-08-01 01:02:00,2026-08-01 01:02:00,31.86,NORMAL,0.14518865953579085,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 01:03:00,2026-08-01 01:03:00,28.43,NORMAL,-0.3048033003873687,NO
DEV003,Nashik,2026-08-01 01:04:00,2026-08-01 01:04:00,37.79,NORMAL,0.923163097537055,NO
DEV003,Nashik,2026-08-01 01:05:00,2026-08-01 01:05:00,23.68,NORMAL,-0.9279700087357676,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 01:06:00,2026-08-01 01:06:00,30.65,NORMAL,-0.013554859854011921,NO
DEV004,Nagpur,2026-08-01 01:07:00,2026-08-01 01:07:00,29.43,NORMAL,-0.17361030915612685,NO
DEV002,Mumbai,2026-08-01 01:08:00,2026-08-01 01:08:00,25.19,NORMAL,-0.7298685919765922,NO
DEV001,Pune,2026-08-01 01:09:00,2026-08-01 01:09:00,34.29,NORMAL,0.46398762822770856,NO
DEV003,Nashik,2026-08-01 01:10:00,2026-08-01 01:10:00,32.42,NORMAL,0.2186567346252866,NO
DEV004,Nagpur,2026-08-01 01:11:00,2026-08-01 01:11:00,22.44,NORMAL,-1.0906493178625074,NO
DEV003,Nashik,2026-08-01 01:12:00,2026-08-01 01:12:00,28.38,NORMAL,-0.3113629499489309,NO
DEV003,Nashik,2026-08-01 01:13:00,2026-08-01 01:13:00,34.26,NORMAL,0.46005183849077114,NO
DEV002,Mumbai,2026-08-01 01:14:00,2026-08-01 01:14:00,37.04,NORMAL,0.8247683541136237,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 01:15:00,2026-08-01 01:15:00,27.28,NORMAL,-0.4556752403032967,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 01:16:00,2026-08-01 01:16:00,27.82,NORMAL,-0.3848310250384262,NO
DEV004,Nagpur,2026-08-01 01:17:00,2026-08-01 01:17:00,27.27,NORMAL,-0.4569871702156093,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 01:18:00,2026-08-01 01:20:00,25.62,LATE,-0.6734556057471582,NO
DEV002,Mumbai,2026-08-01 01:19:00,2026-08-01 01:19:00,24.14,NORMAL,-0.8676212327693962,NO
DEV004,Nagpur,2026-08-01 01:20:00,2026-08-01 01:20:00,30.44,NORMAL,-0.04110538801257236,NO
DEV004,Nagpur,2026-08-01 01:21:00,2026-08-01 01:21:00,27.25,NORMAL,-0.45961103004023407,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 01:22:00,2026-08-01 01:22:00,35.91,NORMAL,0.6765202740223201,NO
DEV004,Nagpur,2026-08-01 01:23:00,2026-08-01 01:23:00,30.27,NORMAL,-0.0634081965218837,NO
DEV004,Nagpur,2026-08-01 01:24:00,2026-08-01 01:24:00,33.74,NORMAL,0.3918314830505259,NO
DEV002,Mumbai,2026-08-01 01:25:00,2026-08-01 01:25:00,24.56,NORMAL,-0.8125201764522749,NO
DEV003,Nashik,2026-08-01 01:26:00,2026-08-01 01:26:00,22.76,NORMAL,-1.0486675606685099,NO
DEV001,Pune,2026-08-01 01:27:00,2026-08-01 01:27:00,28.98,NORMAL,-0.23264715521018559,NO
DEV004,Nagpur,2026-08-01 01:28:00,2026-08-01 01:28:00,22.74,NORMAL,-1.0512914204931352,NO
DEV001,Pune,2026-08-01 01:29:00,2026-08-01 01:29:00,37.47,NORMAL,0.8811813403430576,NO
DEV004,Nagpur,2026-08-01 01:10:00,2026-08-01 01:30:00,28.5,BACKDATED,-0.29561979100118174,NO
DEV002,Mumbai,2026-08-01 01:31:00,2026-08-01 01:31:00,23.89,NORMAL,-0.9004194805772067,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 01:32:00,2026-08-01 01:32:00,34.06,NORMAL,0.43381324024452333,NO
DEV002,Mumbai,2026-08-01 01:33:00,2026-08-01 01:33:00,36.57,NORMAL,0.7631076482349402,NO
DEV001,Pune,2026-08-01 01:34:00,2026-08-01 01:34:00,29.24,NORMAL,-0.19853697749006297,NO
DEV001,Pune,2026-08-01 01:35:00,2026-08-01 01:35:00,28.05,NORMAL,-0.3546566370552405,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 01:36:00,2026-08-01 01:36:00,25.4,NORMAL,-0.7023180638180317,NO
DEV001,Pune,2026-08-01 01:08:00,2026-08-01 01:37:00,29.0,BACKDATED,-0.23002329538556082,NO
DEV003,Nashik,2026-08-01 01:38:00,2026-08-01 01:38:00,25.37,NORMAL,-0.7062538535549686,NO
DEV001,Pune,2026-08-01 01:39:00,2026-08-01 01:39:00,33.38,NORMAL,0.3446020062072789,NO
DEV002,Mumbai,2026-08-01 01:40:00,2026-08-01 01:40:00,27.14,NORMAL,-0.4740422590756706,NO
DEV002,Mumbai,2026-08-01 01:41:00,2026-08-01 01:41:00,26.88,NORMAL,-0.5081524367957937,NO
DEV004,Nagpur,2026-08-01 01:42:00,2026-08-01 01:42:00,36.41,NORMAL,0.7421167696379409,NO
DEV003,Nashik,2026-08-01 01:43:00,2026-08-01 01:43:00,36.0,NORMAL,0.6883276432331322,NO
DEV003,Nashik,2026-08-01 01:44:00,2026-08-01 01:44:00,31.82,NORMAL,0.1399409398865413,NO
DEV001,Pune,2026-08-01 01:45:00,2026-08-01 01:45:00,29.41,NORMAL,-0.17623416898075164,NO
DEV002,Mumbai,2026-08-01 01:46:00,2026-08-01 01:46:00,36.22,NORMAL,0.7171901013040053,NO
DEV002,Mumbai,2026-08-01 01:47:00,2026-08-01 01:47:00,32.85,NORMAL,0.27506972085472053,NO
DEV003,Nashik,2026-08-01 01:48:00,2026-08-01 01:48:00,32.96,NORMAL,0.28950094989015707,NO
DEV003,Nashik,2026-08-01 01:49:00,2026-08-01 01:49:00,31.86,NORMAL,0.14518865953579085,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 01:50:00,2026-08-01 01:53:00,36.66,LATE,0.7749150174457514,NO
DEV002,Mumbai,2026-08-01 01:51:00,2026-08-01 01:51:00,30.18,NORMAL,-0.07521556573269544,NO
DEV003,Nashik,2026-08-01 01:52:00,2026-08-01 01:52:00,34.63,NORMAL,0.5085932452463312,NO
DEV004,Nagpur,2026-08-01 01:53:00,2026-08-01 01:53:00,31.8,NORMAL,0.1373170800619165,NO
DEV002,Mumbai,2026-08-01 01:54:00,2026-08-01 01:54:00,22.98,NORMAL,-1.019805102597637,NO
DEV001,Pune,2026-08-01 01:55:00,2026-08-01 01:55:00,30.48,NORMAL,-0.0358576683633228,NO
DEV003,Nashik,2026-08-01 01:56:00,2026-08-01 01:56:00,32.38,NORMAL,0.21340901497603704,NO
DEV002,Mumbai,2026-08-01 01:57:00,2026-08-01 01:57:00,36.25,NORMAL,0.7211258910409427,NO
DEV001,Pune,2026-08-01 01:58:00,2026-08-01 01:58:00,24.85,NORMAL,-0.7744742089952144,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 01:59:00,2026-08-01 01:59:00,25.16,NORMAL,-0.7338043817135296,NO
DEV001,Pune,2026-08-01 01:41:00,2026-08-01 02:00:00,35.84,BACKDATED,0.667336764636134,NO
DEV001,Pune,2026-08-01 02:01:00,2026-08-01 02:01:00,36.33,NORMAL,0.7316213303394419,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 02:02:00,2026-08-01 02:02:00,28.89,NORMAL,-0.24445452442099735,NO
DEV001,Pune,2026-08-01 02:03:00,2026-08-01 02:03:00,23.66,NORMAL,-0.9305938685603924,NO
DEV001,Pune,2026-08-01 02:04:00,2026-08-01 02:04:00,31.64,NORMAL,0.11632620146491779,NO
DEV001,Pune,2026-08-01 02:05:00,2026-08-01 02:05:00,29.37,NORMAL,-0.1814818886300012,NO
DEV003,Nashik,2026-08-01 02:06:00,2026-08-01 02:06:00,31.5,NORMAL,0.09795918269254385,NO
DEV002,Mumbai,2026-08-01 02:07:00,2026-08-01 02:07:00,24.66,NORMAL,-0.7994008773291505,NO
DEV003,Nashik,2026-08-01 02:08:00,2026-08-01 02:08:00,30.62,NORMAL,-0.01749064959094886,NO
DEV004,Nagpur,2026-08-01 02:09:00,2026-08-01 02:09:00,37.52,NORMAL,0.8877409899046204,NO
DEV001,Pune,2026-08-01 02:10:00,2026-08-01 02:10:00,34.88,NORMAL,0.5413914930541417,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 02:11:00,2026-08-01 02:11:00,31.73,NORMAL,0.12813357067572953,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 02:12:00,2026-08-01 02:12:00,35.56,NORMAL,0.6306027270913861,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 02:13:00,2026-08-01 02:13:00,79.79,SENSOR_ANOMALY,6.433268729249214,YES
DEV002,Mumbai,2026-08-01 02:14:00,2026-08-01 02:14:00,28.61,NORMAL,-0.2811885619657452,NO
DEV002,Mumbai,2026-08-01 02:15:00,2026-08-01 02:15:00,30.48,NORMAL,-0.0358576683633228,NO
DEV002,Mumbai,2026-08-01 02:16:00,2026-08-01 02:16:00,27.39,NORMAL,-0.44124401126786017,NO
DEV002,Mumbai,2026-08-01 02:17:00,2026-08-01 02:25:00,34.29,LATE,0.46398762822770856,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 02:18:00,2026-08-01 02:18:00,37.65,NORMAL,0.9047960787646812,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 02:19:00,2026-08-01 02:19:00,35.19,NORMAL,0.582061320335826,NO
DEV002,Mumbai,2026-08-01 02:20:00,2026-08-01 02:20:00,35.38,NORMAL,0.6069879886697627,NO
DEV002,Mumbai,2026-08-01 02:21:00,2026-08-01 02:21:00,26.39,NORMAL,-0.572437002499102,NO
DEV001,Pune,2026-08-01 02:22:00,2026-08-01 02:30:00,28.19,LATE,-0.3362896182828666,NO
DEV003,Nashik,2026-08-01 02:23:00,2026-08-01 02:23:00,28.68,NORMAL,-0.27200505257955826,NO
DEV003,Nashik,2026-08-01 02:24:00,2026-08-01 02:24:00,30.27,NORMAL,-0.0634081965218837,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 02:25:00,2026-08-01 02:28:00,27.03,LATE,-0.48847348811110713,NO
DEV002,Mumbai,2026-08-01 02:26:00,2026-08-01 02:26:00,27.52,NORMAL,-0.4241889224077988,NO
DEV002,Mumbai,2026-08-01 02:27:00,2026-08-01 02:27:00,25.84,NORMAL,-0.6445931476762852,NO
DEV003,Nashik,2026-08-01 02:28:00,2026-08-01 02:28:00,23.02,NORMAL,-1.0145573829483872,NO
DEV004,Nagpur,2026-08-01 02:29:00,2026-08-01 02:29:00,23.32,NORMAL,-0.9751994855790146,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 02:30:00,2026-08-01 02:30:00,32.7,NORMAL,0.2553907721700345,NO
DEV004,Nagpur,2026-08-01 02:31:00,2026-08-01 02:31:00,34.08,NORMAL,0.43643710006914765,NO
DEV004,Nagpur,2026-08-01 02:32:00,2026-08-01 02:34:00,24.56,LATE,-0.8125201764522749,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 02:33:00,2026-08-01 02:40:00,25.56,LATE,-0.681327185221033,NO
DEV001,Pune,2026-08-01 02:34:00,2026-08-01 02:34:00,24.07,NORMAL,-0.8768047421555832,NO
DEV004,Nagpur,2026-08-01 02:35:00,2026-08-01 02:35:00,25.86,NORMAL,-0.6419692878516604,NO
DEV004,Nagpur,2026-08-01 02:36:00,2026-08-01 02:36:00,27.49,NORMAL,-0.42812471214473624,NO
DEV001,Pune,2026-08-01 02:37:00,2026-08-01 02:37:00,32.51,NORMAL,0.2304641038360979,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 02:38:00,2026-08-01 02:38:00,34.69,NORMAL,0.5164648247202052,NO
DEV003,Nashik,2026-08-01 02:39:00,2026-08-01 02:47:00,23.57,LATE,-0.9424012377712041,NO
DEV002,Mumbai,2026-08-01 02:40:00,2026-08-01 02:40:00,25.03,NORMAL,-0.7508594705735909,NO
DEV002,Mumbai,2026-08-01 02:41:00,2026-08-01 02:41:00,28.55,NORMAL,-0.28906014143961956,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 02:42:00,2026-08-01 02:42:00,31.52,NORMAL,0.10058304251716864,NO
DEV003,Nashik,2026-08-01 02:43:00,2026-08-01 02:43:00,24.85,NORMAL,-0.7744742089952144,NO
DEV004,Nagpur,2026-08-01 02:44:00,2026-08-01 02:44:00,32.67,NORMAL,0.25145498243309705,NO
DEV004,Nagpur,2026-08-01 02:45:00,2026-08-01 02:48:00,32.04,LATE,0.16880339795741436,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 02:46:00,2026-08-01 02:46:00,26.8,NORMAL,-0.5186478760942929,NO
DEV004,Nagpur,2026-08-01 02:47:00,2026-08-01 02:47:00,28.3,NORMAL,-0.32185838924743004,NO
DEV002,Mumbai,2026-08-01 02:48:00,2026-08-01 02:48:00,33.54,NORMAL,0.36559288480427715,NO
DEV001,Pune,2026-08-01 02:49:00,2026-08-01 02:49:00,29.95,NORMAL,-0.10538995371588114,NO
DEV001,Pune,2026-08-01 02:50:00,2026-08-01 02:50:00,27.65,NORMAL,-0.4071338335477375,NO
DEV001,Pune,2026-08-01 02:51:00,2026-08-01 02:51:00,28.91,NORMAL,-0.24183066459637256,NO
DEV004,Nagpur,2026-08-01 02:52:00,2026-08-01 02:52:00,33.68,NORMAL,0.3839599035766511,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 02:53:00,2026-08-01 02:53:00,29.68,NORMAL,-0.1408120613483164,NO
DEV003,Nashik,2026-08-01 02:54:00,2026-08-01 02:54:00,28.56,NORMAL,-0.2877482115273074,NO
DEV001,Pune,2026-08-01 02:55:00,2026-08-01 02:55:00,25.73,NORMAL,-0.6590243767117216,NO
DEV004,Nagpur,2026-08-01 02:56:00,2026-08-01 02:56:00,26.49,NORMAL,-0.5593177033759781,NO
DEV004,Nagpur,2026-08-01 02:57:00,2026-08-01 03:02:00,35.57,LATE,0.6319146570036983,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 02:58:00,2026-08-01 02:58:00,23.57,NORMAL,-0.9424012377712041,NO
DEV004,Nagpur,2026-08-01 02:59:00,2026-08-01 02:59:00,32.15,NORMAL,0.18323462699285087,NO
DEV001,Pune,2026-08-01 03:00:00,2026-08-01 03:00:00,29.13,NORMAL,-0.2129682065254995,NO
DEV001,Pune,2026-08-01 03:01:00,2026-08-01 03:01:00,30.58,NORMAL,-0.022738369240198886,NO
DEV004,Nagpur,2026-08-01 03:02:00,2026-08-01 03:02:00,27.37,NORMAL,-0.44386787109248493,NO
DEV004,Nagpur,2026-08-01 03:03:00,2026-08-01 03:03:00,26.4,NORMAL,-0.5711250725867899,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 03:04:00,2026-08-01 03:04:00,24.11,NORMAL,-0.8715570225063336,NO
DEV003,Nashik,2026-08-01 03:05:00,2026-08-01 03:05:00,36.74,NORMAL,0.7854104567442515,NO
DEV003,Nashik,2026-08-01 03:06:00,2026-08-01 03:06:00,31.61,NORMAL,0.11239041172798038,NO
DEV004,Nagpur,2026-08-01 03:07:00,2026-08-01 03:07:00,28.4,NORMAL,-0.3087390901243061,NO
DEV004,Nagpur,2026-08-01 03:08:00,2026-08-01 03:08:00,32.82,NORMAL,0.27113393111778317,NO
DEV001,Pune,2026-08-01 03:09:00,2026-08-01 03:09:00,24.25,NORMAL,-0.8531900037339597,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 03:10:00,2026-08-01 03:10:00,26.71,NORMAL,-0.5304552453051046,NO
DEV003,Nashik,2026-08-01 03:11:00,2026-08-01 03:11:00,26.01,NORMAL,-0.6222903391669738,NO
DEV001,Pune,2026-08-01 03:12:00,2026-08-01 03:12:00,30.16,NORMAL,-0.07783942555732024,NO
DEV003,Nashik,2026-08-01 03:13:00,2026-08-01 03:13:00,24.39,NORMAL,-0.8348229849615858,NO
DEV003,Nashik,2026-08-01 03:14:00,2026-08-01 03:14:00,35.99,NORMAL,0.6870157133208201,NO
DEV002,Mumbai,2026-08-01 03:15:00,2026-08-01 03:15:00,34.41,NORMAL,0.47973078717545725,NO
DEV004,Nagpur,2026-08-01 03:16:00,2026-08-01 03:16:00,30.94,NORMAL,0.024491107603048574,NO
DEV004,Nagpur,2026-08-01 03:17:00,2026-08-01 03:17:00,30.19,NORMAL,-0.07390363582038283,NO
DEV004,Nagpur,2026-08-01 03:18:00,2026-08-01 03:18:00,29.11,NORMAL,-0.2155920663501243,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 03:19:00,2026-08-01 03:19:00,22.25,NORMAL,-1.1155759861964434,NO
DEV003,Nashik,2026-08-01 03:20:00,2026-08-01 03:20:00,35.36,NORMAL,0.6043641288451373,NO
DEV004,Nagpur,2026-08-01 03:21:00,2026-08-01 03:21:00,33.14,NORMAL,0.3131156883117806,NO
DEV002,Mumbai,2026-08-01 03:22:00,2026-08-01 03:22:00,31.4,NORMAL,0.08483988356941947,NO
DEV002,Mumbai,2026-08-01 03:23:00,2026-08-01 03:23:00,32.21,NORMAL,0.1911062064667257,NO
DEV001,Pune,2026-08-01 03:24:00,2026-08-01 03:24:00,25.06,NORMAL,-0.746923680836654,NO
DEV001,Pune,2026-08-01 03:25:00,2026-08-01 03:25:00,35.04,NORMAL,0.5623823716511399,NO
DEV003,Nashik,2026-08-01 03:26:00,2026-08-01 03:26:00,25.79,NORMAL,-0.6511527972378474,NO
DEV003,Nashik,2026-08-01 03:27:00,2026-08-01 03:27:00,27.36,NORMAL,-0.44517980100479754,NO
DEV002,Mumbai,2026-08-01 03:28:00,2026-08-01 03:28:00,33.1,NORMAL,0.307867968662531,NO
DEV003,Nashik,2026-08-01 03:29:00,2026-08-01 03:29:00,32.31,NORMAL,0.20422550558985006,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 03:23:00,2026-08-01 03:30:00,35.13,BACKDATED,0.5741897408619522,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 03:31:00,2026-08-01 03:31:00,28.36,NORMAL,-0.3139868097735557,NO
DEV003,Nashik,2026-08-01 03:32:00,2026-08-01 03:32:00,27.49,NORMAL,-0.42812471214473624,NO
DEV002,Mumbai,2026-08-01 03:33:00,2026-08-01 03:33:00,36.44,NORMAL,0.7460525593748784,NO
DEV001,Pune,2026-08-01 03:34:00,2026-08-01 03:34:00,34.31,NORMAL,0.4666114880523338,NO
DEV002,Mumbai,2026-08-01 03:35:00,2026-08-01 03:35:00,22.95,NORMAL,-1.023740892334574,NO
DEV004,Nagpur,2026-08-01 03:36:00,2026-08-01 03:36:00,34.6,NORMAL,0.5046574555093938,NO
DEV004,Nagpur,2026-08-01 03:37:00,2026-08-01 03:37:00,30.77,NORMAL,0.0021882990937372344,NO
DEV004,Nagpur,2026-08-01 03:38:00,2026-08-01 03:38:00,34.17,NORMAL,0.44824446927995987,NO
DEV002,Mumbai,2026-08-01 03:39:00,2026-08-01 03:39:00,34.14,NORMAL,0.44430867954302244,NO
DEV004,Nagpur,2026-08-01 03:40:00,2026-08-01 03:40:00,31.18,NORMAL,0.05597742549854642,NO
DEV001,Pune,2026-08-01 03:41:00,2026-08-01 03:41:00,37.85,NORMAL,0.9310346770109299,NO
DEV003,Nashik,2026-08-01 03:42:00,2026-08-01 03:42:00,34.57,NORMAL,0.5007216657724565,NO
DEV005,Chhatrapati Sambhajinagar,2026-08-01 03:43:00,2026-08-01 03:43:00,26.38,NORMAL,-0.5737489324114147,NO
DEV003,Nashik,2026-08-01 03:44:00,2026-08-01 03:44:00,32.17,NORMAL,0.18585848681747613,NO
DEV002,Mumbai,2026-08-01 03:45:00,2026-08-01 03:45:00,26.75,NORMAL,-0.525207525655855,NO
DEV003,Nashik,2026-08-01 03:46:00,2026-08-01 03:46:00,23.9,NORMAL,-0.8991075506648946,NO
DEV004,Nagpur,2026-08-01 03:47:00,2026-08-01 03:47:00,25.03,NORMAL,-0.7508594705735909,NO
