session,series,block,stmt,label,type,config,group,measured_runs,clean_runs,excluded_flagged,repeated_attempts,flagged_attempts_all_kinds,checks_ok,attempts_checked,plan_shapes,exec_ms_median,exec_ms_p25,exec_ms_p75,exec_ms_min,exec_ms_max,per_row_ms_median,per_row_ms_p25,per_row_ms_p75,per_row_ms_min,per_row_ms_max,planning_ms_median,planning_ms_p25,planning_ms_p75,planning_ms_min,planning_ms_max,client_total_ms_median,client_total_ms_p25,client_total_ms_p75,client_total_ms_min,client_total_ms_max,client_commit_ms_median,client_commit_ms_p25,client_commit_ms_p75,client_commit_ms_min,client_commit_ms_max,explain_wal_records_median,explain_wal_records_min,explain_wal_records_max,explain_wal_bytes_median,explain_wal_bytes_min,explain_wal_bytes_max,explain_wal_fpi_median,explain_wal_fpi_min,explain_wal_fpi_max,loop_wal_bytes_median,loop_wal_bytes_min,loop_wal_bytes_max,lsn_diff_bytes_median,lsn_diff_bytes_min,lsn_diff_bytes_max,commit_and_page_overhead_bytes_median,commit_and_page_overhead_bytes_min,commit_and_page_overhead_bytes_max,stat_wal_records_median,stat_wal_records_min,stat_wal_records_max,stat_wal_fpi_median,stat_wal_fpi_min,stat_wal_fpi_max,stat_wal_bytes_median,stat_wal_bytes_min,stat_wal_bytes_max,stat_wal_buffers_full_median,stat_wal_buffers_full_min,stat_wal_buffers_full_max,stat_wal_write_median,stat_wal_write_min,stat_wal_write_max,stat_wal_sync_median,stat_wal_sync_min,stat_wal_sync_max,stat_wal_sync_ms_median,stat_wal_sync_ms_min,stat_wal_sync_ms_max,shared_hit_median,shared_hit_min,shared_hit_max,shared_read_median,shared_read_min,shared_read_max,shared_dirtied_median,shared_dirtied_min,shared_dirtied_max,shared_written_median,shared_written_min,shared_written_max,io_writes_median,io_writes_min,io_writes_max,io_extends_median,io_extends_min,io_extends_max,io_fsyncs_median,io_fsyncs_min,io_fsyncs_max,rows_inserted_median,rows_inserted_min,rows_inserted_max,rows_updated_median,rows_updated_min,rows_updated_max,hot_updates_median,hot_updates_min,hot_updates_max,newpage_updates_median,newpage_updates_min,newpage_updates_max,live_after_median,live_after_min,live_after_max,dead_after_median,dead_after_min,dead_after_max,heap_bytes_before_median,heap_bytes_before_min,heap_bytes_before_max,heap_bytes_after_median,heap_bytes_after_min,heap_bytes_after_max,heap_growth_median,heap_growth_min,heap_growth_max,heap_pages_after_median,heap_pages_after_min,heap_pages_after_max,toast_bytes_after_median,toast_bytes_after_min,toast_bytes_after_max,toast_growth_median,toast_growth_min,toast_growth_max,toast_index_growth_median,toast_index_growth_min,toast_index_growth_max,pkey_growth_median,pkey_growth_min,pkey_growth_max,secondary_index_bytes_before_median,secondary_index_bytes_before_min,secondary_index_bytes_before_max,secondary_index_bytes_after_median,secondary_index_bytes_after_min,secondary_index_bytes_after_max,secondary_index_growth_median,secondary_index_growth_min,secondary_index_growth_max,docs_compressed_before_median,docs_compressed_before_min,docs_compressed_before_max,docs_compressed_after_median,docs_compressed_after_min,docs_compressed_after_max,docs_external_after_median,docs_external_after_min,docs_external_after_max,doc_stored_bytes_after_median,doc_stored_bytes_after_min,doc_stored_bytes_after_max,updated_text_differs_median,updated_text_differs_min,updated_text_differs_max,updated_stored_text_bytes_median,updated_stored_text_bytes_min,updated_stored_text_bytes_max,updated_expected_text_bytes_median,updated_expected_text_bytes_min,updated_expected_text_bytes_max
1,W1b/jsonb/X-1,W1b,W1b,jsonb,jsonb,X-1,head-to-head,15,15,0,0,0,True,18,DO loop (250 single-row INSERT),18.164,17.717,18.684,17.468,51.407,0.07265600000000001,0.070868,0.07473600000000001,0.069872,0.20562799999999998,,,,,,22.094,21.499,23.726000000000003,20.969,59.385,1.34,1.225,1.439,1.141,3.17,,,,,,,,,,876992.0,876992.0,877008.0,877032.0,877032.0,877048.0,40.0,40.0,40.0,1754.0,1754.0,1755.0,58.0,58.0,59.0,873392.0,873392.0,878781.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,52.0,52.0,52.0,0.0,0.0,0.0,250.0,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9750.0,5000.0,9750.0,0.0,0.0,0.0,7643136.0,7643136.0,7643136.0,8052736.0,8052736.0,8052736.0,409600.0,409600.0,409600.0,983.0,983.0,983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475136.0,475136.0,475136.0,491520.0,491520.0,491520.0,16384.0,16384.0,16384.0,2743.0,2743.0,2743.0,2880.0,2880.0,2880.0,0.0,0.0,0.0,7219683.0,7219683.0,7219683.0,,,,,,,,,
1,W1b/jsonb/X-4,W1b,W1b,jsonb,jsonb,X-4,separate: GIN (jsonb only),15,15,0,0,0,True,18,DO loop (250 single-row INSERT),44.212,42.097,47.336,41.816,81.965,0.176848,0.168388,0.18934399999999998,0.16726400000000002,0.32786000000000004,,,,,,50.71699999999999,47.794999999999995,58.42099999999999,46.091,87.776,2.23,1.975,11.131,0.763,11.909,,,,,,,,,,1675872.0,1675848.0,1675888.0,1675912.0,1675888.0,1675928.0,40.0,40.0,40.0,2384.0,2384.0,2385.0,58.0,58.0,59.0,1668660.0,1668660.0,1675465.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,182.0,182.0,182.0,0.0,0.0,0.0,250.0,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,7643136.0,7643136.0,7643136.0,8052736.0,8052736.0,8052736.0,409600.0,409600.0,409600.0,983.0,983.0,983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8380416.0,8380416.0,8380416.0,9461760.0,9461760.0,9461760.0,1081344.0,1081344.0,1081344.0,2743.0,2743.0,2743.0,2880.0,2880.0,2880.0,0.0,0.0,0.0,7219683.0,7219683.0,7219683.0,,,,,,,,,
1,UA-1/json/X-0,UA-1,UA-1,json,json,X-0,head-to-head,15,15,0,0,0,True,19,ModifyTable on access_log_json_w [Hash Join [Seq Scan on access_log_json_w; Hash [Bitmap Heap Scan on expected_update [Bitmap Index Scan using expected_update_pkey]]]],19.536,19.304,20.904,15.545,26.931,,,,,,0.354,0.346,0.361,0.225,0.462,34.282,26.586,36.563,20.872,41.771,6.194,4.975,15.306,3.796,18.919,714.0,714.0,714.0,2098202.0,2098202.0,2098202.0,239.0,239.0,239.0,,,,2119136.0,2119112.0,2119152.0,20934.0,20910.0,20950.0,715.0,715.0,716.0,239.0,239.0,240.0,2098236.0,2098236.0,2103669.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3095.0,3095.0,3095.0,0.0,0.0,0.0,303.0,303.0,303.0,60.0,60.0,60.0,0.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,238.0,238.0,0.0,0.0,0.0,238.0,238.0,238.0,10000.0,10000.0,10000.0,238.0,238.0,238.0,10240000.0,10240000.0,10240000.0,10731520.0,10731520.0,10731520.0,491520.0,491520.0,491520.0,1310.0,1310.0,1310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8434304.0,8434304.0,8434304.0,0.0,0.0,0.0,397664.0,397664.0,397664.0,397664.0,397664.0,397664.0
1,UA-1/json/X-1,UA-1,UA-1,json,json,X-1,head-to-head,15,15,0,0,0,True,19,ModifyTable on access_log_json_w [Hash Join [Seq Scan on access_log_json_w; Hash [Bitmap Heap Scan on expected_update [Bitmap Index Scan using expected_update_pkey]]]],93.403,87.484,101.17,42.324,110.795,,,,,,0.413,0.364,0.425,0.187,0.591,109.083,99.634,114.54299999999999,47.309000000000005,129.199,14.766,4.567,14.977,2.687,16.209,1925.0,1925.0,1925.0,2484878.0,2484878.0,2484878.0,283.0,283.0,283.0,,,,2507200.0,2507200.0,2507256.0,22322.0,22322.0,22378.0,1927.0,1926.0,1930.0,284.0,283.0,287.0,2490309.0,2484912.0,2506964.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5429.0,5429.0,5429.0,48.0,48.0,48.0,348.0,348.0,348.0,61.0,61.0,61.0,0.0,0.0,0.0,61.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,238.0,238.0,0.0,0.0,0.0,238.0,238.0,238.0,5000.0,5000.0,5000.0,238.0,238.0,238.0,10240000.0,10240000.0,10240000.0,10731520.0,10731520.0,10731520.0,491520.0,491520.0,491520.0,1310.0,1310.0,1310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499712.0,499712.0,499712.0,507904.0,507904.0,507904.0,8192.0,8192.0,8192.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8434304.0,8434304.0,8434304.0,0.0,0.0,0.0,397664.0,397664.0,397664.0,397664.0,397664.0,397664.0
1,UA-1/jsonb/X-0,UA-1,UA-1,jsonb,jsonb,X-0,head-to-head,15,15,0,0,0,True,19,ModifyTable on access_log_jsonb_w [Hash Join [Seq Scan on access_log_jsonb_w; Hash [Bitmap Heap Scan on expected_update [Bitmap Index Scan using expected_update_pkey]]]],42.023,39.953,44.823,36.06,58.936,,,,,,0.356,0.35,0.372,0.327,0.404,57.126,50.077999999999996,61.831,44.813,77.931,14.082,5.3,15.823,3.155,18.346,713.0,713.0,713.0,2225158.0,2225158.0,2225158.0,240.0,240.0,240.0,,,,2246048.0,2246048.0,2248416.0,20890.0,20890.0,23258.0,714.0,714.0,715.0,240.0,240.0,241.0,2225192.0,2225192.0,2227557.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2833.0,2833.0,2833.0,0.0,0.0,0.0,294.0,294.0,294.0,50.0,50.0,50.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,238.0,238.0,1.0,1.0,1.0,237.0,237.0,237.0,10000.0,10000.0,10000.0,238.0,238.0,238.0,8036352.0,8036352.0,8036352.0,8445952.0,8445952.0,8445952.0,409600.0,409600.0,409600.0,1031.0,1031.0,1031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,0.0,0.0,0.0,7219827.0,7219827.0,7219827.0,,,,,,,,,
1,UA-1/jsonb/X-1,UA-1,UA-1,jsonb,jsonb,X-1,head-to-head,15,15,0,0,1,True,19,ModifyTable on access_log_jsonb_w [Hash Join [Seq Scan on access_log_jsonb_w; Hash [Bitmap Heap Scan on expected_update [Bitmap Index Scan using expected_update_pkey]]]],51.243,50.489,61.763,48.952,68.392,,,,,,0.426,0.417,0.45,0.352,0.5,68.765,64.791,74.055,54.695,82.582,14.576,5.386,15.868,2.901,19.353,1925.0,1925.0,1925.0,2626690.0,2626690.0,2626690.0,286.0,286.0,286.0,,,,2649112.0,2649088.0,2651480.0,22422.0,22398.0,24790.0,1926.0,1926.0,1928.0,286.0,286.0,288.0,2626724.0,2626724.0,2635278.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5168.0,5168.0,5168.0,50.0,50.0,50.0,341.0,341.0,341.0,51.0,51.0,51.0,0.0,0.0,0.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,238.0,238.0,0.0,0.0,0.0,237.0,237.0,237.0,10000.0,5000.0,10000.0,238.0,238.0,238.0,8036352.0,8036352.0,8036352.0,8445952.0,8445952.0,8445952.0,409600.0,409600.0,409600.0,1031.0,1031.0,1031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499712.0,499712.0,499712.0,507904.0,507904.0,507904.0,8192.0,8192.0,8192.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,0.0,0.0,0.0,7219827.0,7219827.0,7219827.0,,,,,,,,,
1,UA-1/jsonb/X-2,UA-1,UA-1,jsonb,jsonb,X-2,separate: GIN (jsonb only),15,15,0,0,0,True,19,ModifyTable on access_log_jsonb_w [Hash Join [Seq Scan on access_log_jsonb_w; Hash [Bitmap Heap Scan on expected_update [Bitmap Index Scan using expected_update_pkey]]]],100.595,95.362,106.673,87.09,129.922,,,,,,0.435,0.426,0.485,0.356,0.68,111.721,104.946,120.24300000000001,95.74999999999999,142.602,7.092,3.178,14.634,2.484,18.01,2241.0,2241.0,2241.0,3089874.0,3089874.0,3089874.0,286.0,286.0,286.0,,,,3114272.0,3114272.0,3116664.0,24398.0,24398.0,26790.0,2242.0,2242.0,2244.0,286.0,286.0,287.0,3089908.0,3089908.0,3092331.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5643.0,5643.0,5643.0,50.0,50.0,50.0,420.0,420.0,420.0,129.0,129.0,129.0,0.0,0.0,0.0,129.0,129.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,238.0,238.0,0.0,0.0,0.0,237.0,237.0,237.0,5000.0,5000.0,5000.0,238.0,238.0,238.0,8036352.0,8036352.0,8036352.0,8445952.0,8445952.0,8445952.0,409600.0,409600.0,409600.0,1031.0,1031.0,1031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5021696.0,5021696.0,5021696.0,5668864.0,5668864.0,5668864.0,647168.0,647168.0,647168.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,0.0,0.0,0.0,7219827.0,7219827.0,7219827.0,,,,,,,,,
1,UA-1/jsonb/X-3,UA-1,UA-1,jsonb,jsonb,X-3,separate: GIN (jsonb only),15,15,0,0,0,True,19,ModifyTable on access_log_jsonb_w [Hash Join [Seq Scan on access_log_jsonb_w; Hash [Bitmap Heap Scan on expected_update [Bitmap Index Scan using expected_update_pkey]]]],77.275,69.168,81.503,61.697,95.053,,,,,,0.425,0.389,0.449,0.342,0.603,92.381,80.332,96.864,72.02799999999999,113.445,14.991,8.759,15.586,4.878,20.399,2211.0,2211.0,2211.0,2925822.0,2925822.0,2925822.0,286.0,286.0,286.0,,,,2949680.0,2949680.0,2953408.0,23858.0,23858.0,27586.0,2212.0,2212.0,2214.0,286.0,286.0,288.0,2925856.0,2925856.0,2938750.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5643.0,5643.0,5643.0,50.0,50.0,50.0,390.0,390.0,390.0,99.0,99.0,99.0,0.0,0.0,0.0,99.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,238.0,238.0,0.0,0.0,0.0,237.0,237.0,237.0,5000.0,5000.0,5000.0,238.0,238.0,238.0,8036352.0,8036352.0,8036352.0,8445952.0,8445952.0,8445952.0,409600.0,409600.0,409600.0,1031.0,1031.0,1031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4227072.0,4227072.0,4227072.0,4628480.0,4628480.0,4628480.0,401408.0,401408.0,401408.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,0.0,0.0,0.0,7219827.0,7219827.0,7219827.0,,,,,,,,,
1,UA-1/jsonb/X-4,UA-1,UA-1,jsonb,jsonb,X-4,separate: GIN (jsonb only),15,15,0,0,0,True,19,ModifyTable on access_log_jsonb_w [Hash Join [Seq Scan on access_log_jsonb_w; Hash [Bitmap Heap Scan on expected_update [Bitmap Index Scan using expected_update_pkey]]]],124.388,116.954,129.141,104.154,145.266,,,,,,0.417,0.386,0.443,0.356,0.49,133.70700000000002,128.065,138.865,119.953,162.152,6.649,3.61,15.598,1.911,18.297,2527.0,2527.0,2527.0,3389006.0,3389006.0,3389006.0,286.0,286.0,286.0,,,,3414864.0,3414840.0,3421064.0,25858.0,25834.0,32058.0,2528.0,2528.0,2529.0,286.0,286.0,287.0,3389040.0,3389040.0,3395649.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6118.0,6118.0,6118.0,50.0,50.0,50.0,469.0,469.0,469.0,177.0,177.0,177.0,0.0,0.0,0.0,177.0,177.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,238.0,238.0,0.0,0.0,0.0,237.0,237.0,237.0,5000.0,5000.0,5000.0,238.0,238.0,238.0,8036352.0,8036352.0,8036352.0,8445952.0,8445952.0,8445952.0,409600.0,409600.0,409600.0,1031.0,1031.0,1031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8749056.0,8749056.0,8749056.0,9789440.0,9789440.0,9789440.0,1040384.0,1040384.0,1040384.0,2880.0,2880.0,2880.0,2880.0,2880.0,2880.0,0.0,0.0,0.0,7219827.0,7219827.0,7219827.0,,,,,,,,,
1,UA-2/json/X-0,UA-2,UA-2,json,json,X-0,head-to-head,15,15,0,0,0,True,19,ModifyTable on access_log_json_w [Hash Join [Seq Scan on access_log_json_w; Hash [Bitmap Heap Scan on expected_update [Bitmap Index Scan using expected_update_pkey]]]],19.488,15.555,25.744,10.715,31.268,,,,,,0.4,0.285,0.454,0.192,0.497,32.945,23.884,37.943,15.972999999999999,49.775000000000006,8.127,5.253,14.984,3.381,17.91,714.0,714.0,714.0,2103892.0,2103892.0,2103892.0,240.0,240.0,240.0,,,,2124832.0,2124832.0,2124872.0,20940.0,20940.0,20980.0,715.0,715.0,717.0,240.0,240.0,241.0,2103926.0,2103926.0,2109385.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3104.0,3104.0,3104.0,0.0,0.0,0.0,303.0,303.0,303.0,59.0,59.0,59.0,0.0,0.0,0.0,59.0,59.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,238.0,238.0,0.0,0.0,0.0,238.0,238.0,238.0,10000.0,10000.0,10000.0,238.0,238.0,238.0,10240000.0,10240000.0,10240000.0,10723328.0,10723328.0,10723328.0,483328.0,483328.0,483328.0,1309.0,1309.0,1309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8433401.0,8433401.0,8433401.0,0.0,0.0,0.0,396761.0,396761.0,396761.0,396761.0,396761.0,396761.0
1,UA-2/json/X-1,UA-2,UA-2,json,json,X-1,head-to-head,15,15,0,0,0,True,19,ModifyTable on access_log_json_w [Hash Join [Seq Scan on access_log_json_w; Hash [Bitmap Heap Scan on expected_update [Bitmap Index Scan using expected_update_pkey]]]],88.874,85.539,105.636,63.858,134.007,,,,,,0.35,0.333,0.431,0.265,0.586,103.96799999999999,90.363,115.316,70.953,141.73600000000002,5.505,2.926,14.141,2.258,19.172,1919.0,1919.0,1919.0,2488362.0,2488362.0,2488362.0,284.0,284.0,284.0,,,,2510680.0,2510680.0,2510776.0,22318.0,22318.0,22414.0,1921.0,1920.0,1921.0,285.0,284.0,285.0,2493789.0,2488396.0,2493817.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5438.0,5438.0,5438.0,48.0,48.0,48.0,348.0,348.0,348.0,60.0,60.0,60.0,0.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,238.0,238.0,0.0,0.0,0.0,238.0,238.0,238.0,5000.0,5000.0,5000.0,238.0,238.0,238.0,10240000.0,10240000.0,10240000.0,10723328.0,10723328.0,10723328.0,483328.0,483328.0,483328.0,1309.0,1309.0,1309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499712.0,499712.0,499712.0,507904.0,507904.0,507904.0,8192.0,8192.0,8192.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8433401.0,8433401.0,8433401.0,0.0,0.0,0.0,396761.0,396761.0,396761.0,396761.0,396761.0,396761.0
1,UA-2/jsonb/X-0,UA-2,UA-2,jsonb,jsonb,X-0,head-to-head,15,15,0,0,0,True,19,ModifyTable on access_log_jsonb_w [Hash Join [Seq Scan on access_log_jsonb_w; Hash [Bitmap Heap Scan on expected_update [Bitmap Index Scan using expected_update_pkey]]]],39.223,35.496,48.468,26.808,57.154,,,,,,0.333,0.29,0.441,0.259,0.569,55.306,51.726,61.663000000000004,34.081,83.326,14.092,5.965,14.785,4.561,23.854,713.0,713.0,713.0,2227253.0,2227253.0,2227253.0,240.0,240.0,240.0,,,,2248144.0,2248128.0,2252736.0,20891.0,20875.0,25483.0,714.0,714.0,715.0,240.0,240.0,241.0,2227287.0,2227287.0,2231864.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2836.0,2836.0,2836.0,0.0,0.0,0.0,294.0,294.0,294.0,50.0,50.0,50.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,238.0,238.0,1.0,1.0,1.0,237.0,237.0,237.0,10000.0,5000.0,10000.0,238.0,238.0,238.0,8036352.0,8036352.0,8036352.0,8445952.0,8445952.0,8445952.0,409600.0,409600.0,409600.0,1031.0,1031.0,1031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2880.0,2880.0,2880.0,2878.0,2878.0,2878.0,0.0,0.0,0.0,7221945.0,7221945.0,7221945.0,,,,,,,,,
1,UA-2/jsonb/X-1,UA-2,UA-2,jsonb,jsonb,X-1,head-to-head,15,15,0,0,0,True,19,ModifyTable on access_log_jsonb_w [Hash Join [Seq Scan on access_log_jsonb_w; Hash [Bitmap Heap Scan on expected_update [Bitmap Index Scan using expected_update_pkey]]]],48.443,44.492,73.182,35.166,94.278,,,,,,0.359,0.347,0.529,0.237,0.673,64.962,55.681999999999995,86.346,41.322,105.552,14.713,5.153,15.853,3.745,18.611,1920.0,1920.0,1920.0,2626625.0,2626625.0,2626625.0,286.0,286.0,286.0,,,,2648992.0,2648968.0,2652152.0,22367.0,22343.0,25527.0,1921.0,1921.0,1922.0,286.0,286.0,287.0,2626659.0,2626659.0,2629812.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5171.0,5171.0,5171.0,50.0,50.0,50.0,341.0,341.0,341.0,51.0,51.0,51.0,0.0,0.0,0.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,238.0,238.0,0.0,0.0,0.0,237.0,237.0,237.0,5000.0,5000.0,10000.0,238.0,238.0,238.0,8036352.0,8036352.0,8036352.0,8445952.0,8445952.0,8445952.0,409600.0,409600.0,409600.0,1031.0,1031.0,1031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499712.0,499712.0,499712.0,507904.0,507904.0,507904.0,8192.0,8192.0,8192.0,2880.0,2880.0,2880.0,2878.0,2878.0,2878.0,0.0,0.0,0.0,7221945.0,7221945.0,7221945.0,,,,,,,,,
1,UA-2/jsonb/X-4,UA-2,UA-2,jsonb,jsonb,X-4,separate: GIN (jsonb only),15,15,0,1,1,True,20,ModifyTable on access_log_jsonb_w [Hash Join [Seq Scan on access_log_jsonb_w; Hash [Bitmap Heap Scan on expected_update [Bitmap Index Scan using expected_update_pkey]]]],110.796,108.11,142.589,90.52,190.288,,,,,,0.381,0.367,0.399,0.231,0.684,132.05700000000002,120.489,153.552,97.02799999999999,204.335,9.42,4.492,16.765,2.425,22.476,2519.0,2519.0,2519.0,3383067.0,3383067.0,3383067.0,286.0,286.0,286.0,,,,3408840.0,3408840.0,3409544.0,25773.0,25773.0,26477.0,2520.0,2520.0,2523.0,286.0,286.0,289.0,3383101.0,3383101.0,3397844.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6121.0,6121.0,6121.0,50.0,50.0,50.0,466.0,466.0,466.0,174.0,174.0,174.0,0.0,0.0,0.0,174.0,174.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,238.0,238.0,0.0,0.0,0.0,237.0,237.0,237.0,5000.0,5000.0,5000.0,238.0,238.0,238.0,8036352.0,8036352.0,8036352.0,8445952.0,8445952.0,8445952.0,409600.0,409600.0,409600.0,1031.0,1031.0,1031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8749056.0,8749056.0,8749056.0,9764864.0,9764864.0,9764864.0,1015808.0,1015808.0,1015808.0,2880.0,2880.0,2880.0,2878.0,2878.0,2878.0,0.0,0.0,0.0,7221945.0,7221945.0,7221945.0,,,,,,,,,
1,UA-3/json/X-0,UA-3,UA-3,json,json,X-0,head-to-head,15,14,1,0,1,True,19,ModifyTable on access_log_json_w [Hash Join [Seq Scan on access_log_json_w; Hash [Bitmap Heap Scan on expected_update [Bitmap Index Scan using expected_update_pkey]]]],760.26,704.018,846.289,461.688,866.121,,,,,,0.336,0.316,0.367,0.198,0.422,768.6809999999999,715.101,858.083,464.536,874.4630000000001,7.27,5.987,9.357,2.054,13.315,15061.0,15061.0,15061.0,18232798.0,18232798.0,18232798.0,1265.0,1265.0,1265.0,,,,18397904.0,18397880.0,18397960.0,165106.0,165082.0,165162.0,15062.0,15062.0,15063.0,1265.0,1265.0,1266.0,18232832.0,18232832.0,18238241.0,844.0,548.0,1447.0,849.0,553.0,1451.0,0.0,0.0,0.0,0.0,0.0,0.0,36350.0,36350.0,36350.0,0.0,0.0,0.0,2531.0,2531.0,2531.0,1262.0,1262.0,1262.0,0.0,0.0,0.0,1262.0,1262.0,1262.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,5000.0,5000.0,4.0,4.0,4.0,4996.0,4996.0,4996.0,10000.0,10000.0,10000.0,5000.0,5000.0,5000.0,10240000.0,10240000.0,10240000.0,20463616.0,20463616.0,20463616.0,10223616.0,10223616.0,10223616.0,2498.0,2498.0,2498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114688.0,114688.0,114688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8448585.0,8448585.0,8448585.0,0.0,0.0,0.0,8430545.0,8430545.0,8430545.0,8430545.0,8430545.0,8430545.0
